test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
LINC00466	LINC00466	-	chr1:63624753-63782901	undifferentiated	differentiated	NOTEST	0	0.0091093	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00467	LINC00467	-	chr1:211556096-211605877	undifferentiated	differentiated	OK	16.7415	9.83409	-0.767567	2.21111	0.0270283	0.077026	no
LINC00469	LINC00469	-	chr17:71745408-71824676	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00470	LINC00470	-	chr18:1268311-1359630	undifferentiated	differentiated	NOTEST	0	0.0241527	1.79769e+308	1.79769e+308	0.271097	1	no
LINC00471	LINC00471	-	chr2:232373136-232379050	undifferentiated	differentiated	OK	0.763217	0.468641	-0.703611	0.764605	0.444507	0.596264	no
LINC00472	LINC00472	-	chr6:72124148-72130448	undifferentiated	differentiated	NOTEST	0.248809	0.176971	-0.491521	0.445899	0.655671	1	no
LINC00473	LINC00473	-	chr6:166337535-166403103	undifferentiated	differentiated	OK	3.07664	4.20233	0.449834	-0.709393	0.478081	0.626326	no
LINC00474	LINC00474	-	chr9:118650543-118687377	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00475	LINC00475	-	chr9:94903748-94921890	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00476	LINC00476	-	chr9:98568369-98731122	undifferentiated	differentiated	OK	1.61516	1.85759	0.201755	-0.211955	0.832142	0.895852	no
LINC00477	LINC00477	-	chr12:24719897-24737102	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00478	LINC00478	-	chr21:17442841-17982094	undifferentiated	differentiated	OK	3.05184	2.38855	-0.353544	0.67855	0.497423	0.641457	no
LINC00479	LINC00479	-	chr21:43131679-43135935	undifferentiated	differentiated	NOTEST	0	0.024822	1.79769e+308	1.79769e+308	0.159419	1	no
LINC00482	LINC00482	-	chr17:79276623-79283048	undifferentiated	differentiated	NOTEST	0.0196591	0.0135899	-0.532662	0.208324	0.834976	1	no
LINC00485	LINC00485	-	chr12:103203060-103218177	undifferentiated	differentiated	NOTEST	0.0374451	0.0633624	0.758851	-0.477199	0.63322	1	no
LINC00486	LINC00486	-	chr2:33050509-33171202	undifferentiated	differentiated	NOTEST	0	0.0816981	1.79769e+308	1.79769e+308	0.12099	1	no
LINC00487	LINC00487	-	chr2:6869299-6910442	undifferentiated	differentiated	NOTEST	0	0.0292561	1.79769e+308	1.79769e+308	0.175641	1	no
LINC00488	LINC00488	-	chr3:108897011-108904108	undifferentiated	differentiated	NOTEST	0	0.0208833	1.79769e+308	1.79769e+308	0.159352	1	no
LINC00489	LINC00489	-	chr20:36247699-36251521	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00493	LINC00493	-	chr20:18548072-18550203	undifferentiated	differentiated	OK	53.3834	36.607	-0.54427	1.44566	0.148272	0.270488	no
LINC00494	LINC00494	-	chr20:46988653-46999381	undifferentiated	differentiated	NOTEST	0.0177133	0.0210881	0.251593	-0.120762	0.903879	1	no
LINC00499	LINC00499	-	chr4:139230864-139345498	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00502	LINC00502	-	chr10:92805564-92821916	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00507	LINC00507	-	chr12:128399954-128436097	undifferentiated	differentiated	NOTEST	0	0.056547	1.79769e+308	1.79769e+308	0.10868	1	no
LINC00511	LINC00511	-	chr17:70594179-70636611	undifferentiated	differentiated	NOTEST	0	0.0492681	1.79769e+308	1.79769e+308	0.10868	1	no
LINC00514	LINC00514	-	chr16:3039054-3044510	undifferentiated	differentiated	NOTEST	0.00900592	0.0321728	1.8369	-0.678069	0.497728	1	no
LINC00515	LINC00515	-	chr21:26955086-26955536	undifferentiated	differentiated	OK	0.0931756	0.696207	2.90149	-1.09357	0.274142	0.423819	no
LINC00518	LINC00518	-	chr6:10428017-10435055	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00520	LINC00520	-	chr14:56247852-56263392	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00521	LINC00521	-	chr14:94463615-94478041	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00523	LINC00523	-	chr14:101123604-101139081	undifferentiated	differentiated	NOTEST	0.0501608	0.0420603	-0.2541	0.135413	0.892285	1	no
LINC00525	LINC00525	-	chr7:47801073-47806370	undifferentiated	differentiated	NOTEST	0.052492	0	-1.79769e+308	-1.79769e+308	0.200951	1	no
LINC00526	LINC00526	-	chr18:5236722-5238028	undifferentiated	differentiated	OK	0.685699	1.2526	0.869276	-0.881724	0.377926	0.533352	no
LINC00534	LINC00534	-	chr8:91233715-91400187	undifferentiated	differentiated	NOTEST	0	0.0250839	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00535	LINC00535	-	chr8:94358694-94712661	undifferentiated	differentiated	NOTEST	0.114474	0.152615	0.414874	-0.296208	0.767071	1	no
LINC00536	LINC00536	-	chr8:116962735-117337297	undifferentiated	differentiated	NOTEST	0.0201965	0.00986483	-1.03374	0.45697	0.647693	1	no
LINC00538	LINC00538	-	chr1:214098091-214099996	undifferentiated	differentiated	NOTEST	0.259273	0.250192	-0.0514317	0.0422877	0.966269	1	no
LINC00544	LINC00544	-	chr13:30510667-30524625	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00547	LINC00547	-	chr13:38109076-38125673	undifferentiated	differentiated	NOTEST	0	0.0255447	1.79769e+308	1.79769e+308	0.134891	1	no
LINC00548	LINC00548	-	chr13:40768645-40794639	undifferentiated	differentiated	NOTEST	0	0.0172978	1.79769e+308	1.79769e+308	0.215176	1	no
LINC00550	LINC00550	-	chr13:69435416-69459457	undifferentiated	differentiated	NOTEST	0	0.0183342	1.79769e+308	1.79769e+308	0.132269	1	no
LINC00551	LINC00551	-	chr13:107270157-107284006	undifferentiated	differentiated	NOTEST	0	0.0307906	1.79769e+308	1.79769e+308	0.16138	1	no
LINC00552	LINC00552	-	chr13:114451483-114454062	undifferentiated	differentiated	NOTEST	0.068775	0	-1.79769e+308	-1.79769e+308	0.148539	1	no
LINC00558	LINC00558	-	chr13:54389553-54450254	undifferentiated	differentiated	NOTEST	0.0183675	0.01023	-0.844344	0.308621	0.75761	1	no
LINC00559	LINC00559	-	chr13:90712500-90771971	undifferentiated	differentiated	NOTEST	0	0.0144195	1.79769e+308	1.79769e+308	0.145198	1	no
LINC00563	LINC00563	-	chr13:46870579-46871979	undifferentiated	differentiated	NOTEST	0	0.0341995	1.79769e+308	1.79769e+308	0.215176	1	no
LINC00565	LINC00565	-	chr13:114629486-114631964	undifferentiated	differentiated	NOTEST	0	0.00622469	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00568	LINC00568	-	chr1:150488232-150490508	undifferentiated	differentiated	OK	0.475213	0.462794	-0.0382062	0.0226557	0.981925	0.989884	no
LINC00570	LINC00570	-	chr2:11534106-11543203	undifferentiated	differentiated	NOTEST	0.0244191	0	-1.79769e+308	-1.79769e+308	0.234927	1	no
LINC00571	LINC00571	-	chr13:38624953-38717369	undifferentiated	differentiated	NOTEST	0.246627	0	-1.79769e+308	-1.79769e+308	0.177192	1	no
LINC00574	LINC00574	-	chr6:170188885-170202969	undifferentiated	differentiated	NOTEST	0.0454014	0.0152096	-1.57775	0.584622	0.558802	1	no
LINC00575	LINC00575	-	chr4:83534265-83542590	undifferentiated	differentiated	NOTEST	0	0.0566736	1.79769e+308	1.79769e+308	0.249543	1	no
LINC00577	LINC00577	-	chr6:105384168-105388402	undifferentiated	differentiated	OK	0.432352	0.467698	0.11337	-0.0639048	0.949046	0.97165	no
LINC00578	LINC00578	-	chr3:177159708-177470492	undifferentiated	differentiated	NOTEST	0.0152824	0	-1.79769e+308	-1.79769e+308	0.276832	1	no
LINC00582	LINC00582	-	chr1:231664398-232177019	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00583	LINC00583	-	chr9:13927969-13945606	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00588	LINC00588	-	chr8:58192101-58197290	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00589	LINC00589	-	chr8:29578775-29605625	undifferentiated	differentiated	NOTEST	0.235057	0.285179	0.278857	-0.208441	0.834885	1	no
LINC00592	LINC00592	-	chr12:52604713-52617597	undifferentiated	differentiated	OK	0.293378	0.401186	0.451509	-0.350398	0.72604	0.825617	no
LINC00593	LINC00593	-	chr15:70127572-70135306	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00597	LINC00597	-	chr15:77400497-77712446	undifferentiated	differentiated	NOTEST	0.2545	0.0671845	-1.92146	0.523927	0.600329	1	no
LINC00598	LINC00598	-	chr13:40921270-41055143	undifferentiated	differentiated	NOTEST	0	0.0413934	1.79769e+308	1.79769e+308	0.180935	1	no
LINC00599	LINC00599	-	chr8:9757573-9760839	undifferentiated	differentiated	OK	0.996395	0.41768	-1.25432	1.68272	0.0924295	0.192118	no
LINC00602	LINC00602	-	chr6:166337535-166403103	undifferentiated	differentiated	OK	1.62279	2.83831	0.806556	-1.28695	0.198113	0.335878	no
LINC00605	LINC00605	-	chr14:103653557-103655365	undifferentiated	differentiated	NOTEST	0	0.0188713	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00606	LINC00606	-	chr3:10801168-10805877	undifferentiated	differentiated	NOTEST	0	0.00619575	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00607	LINC00607	-	chr2:216476285-216708259	undifferentiated	differentiated	NOTEST	0.0233604	0.04233	0.857617	-0.404888	0.68556	1	no
LINC00608	LINC00608	-	chr2:219841005-219842644	undifferentiated	differentiated	NOTEST	0.108604	0.117388	0.112199	-0.0551593	0.956012	1	no
LINC00612	LINC00612	-	chr12:9208184-9217666	undifferentiated	differentiated	NOTEST	0.0556598	0.0918728	0.723002	-0.400991	0.688427	1	no
LINC00615	LINC00615	-	chr12:91311799-91342446	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00616	LINC00616	-	chr4:138948576-139163503	undifferentiated	differentiated	NOTEST	0	0.0342041	1.79769e+308	1.79769e+308	0.288313	1	no
LINC00617	LINC00617	-	chr14:96343108-96391908	undifferentiated	differentiated	OK	1.49847	0.236065	-2.66623	3.56499	0.000363873	0.00286844	yes
LINC00619	LINC00619	-	chr10:44340753-44346070	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00620	LINC00620	-	chr3:13692220-13788132	undifferentiated	differentiated	NOTEST	0	0.0697208	1.79769e+308	1.79769e+308	0.175641	1	no
LINC00622	LINC00622	-	chr1:120140324-120141914	undifferentiated	differentiated	NOTEST	0.0604867	0.179928	1.57273	-0.761029	0.44664	1	no
LINC00623	LINC00623	-	chr1:149576261-149672733	undifferentiated	differentiated	NOTEST	0	0.181601	1.79769e+308	1.79769e+308	0.137873	1	no
LINC00624	LINC00624	-	chr1:146853913-146989699	undifferentiated	differentiated	NOTEST	0.0980904	0.0427303	-1.19885	0.84702	0.396984	1	no
LINC00626	LINC00626	-	chr1:168756178-168762126	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00628	LINC00628	-	chr1:204337557-204338847	undifferentiated	differentiated	NOTEST	0	0.0565831	1.79769e+308	1.79769e+308	0.188726	1	no
LINC00629	LINC00629	-	chrX:133684053-133694428	undifferentiated	differentiated	NOTEST	0.0615646	0.0456407	-0.431779	0.189667	0.84957	1	no
LINC00630	LINC00630	-	chrX:102024094-102140338	undifferentiated	differentiated	OK	4.11704	4.40513	0.0975775	-0.221191	0.824944	0.891889	no
LINC00633	LINC00633	-	chrX:134252881-134254405	undifferentiated	differentiated	NOTEST	0	0.0369651	1.79769e+308	1.79769e+308	0.264755	1	no
LINC00634	LINC00634	-	chr22:42348190-42354946	undifferentiated	differentiated	NOTEST	0.0588303	0.0590283	0.00484853	-0.00234319	0.99813	1	no
LINC00635	LINC00635	-	chr3:107560508-107596915	undifferentiated	differentiated	NOTEST	0	0.0125271	1.79769e+308	1.79769e+308	0.316259	1	no
LINC00636	LINC00636	-	chr3:107602051-107647753	undifferentiated	differentiated	NOTEST	0	0.0246621	1.79769e+308	1.79769e+308	0.183897	1	no
LINC00637	LINC00637	-	chr14:104314057-104324386	undifferentiated	differentiated	NOTEST	0.0227525	0.0475133	1.06231	-0.452168	0.651148	1	no
LINC00638	LINC00638	-	chr14:105287537-105290055	undifferentiated	differentiated	NOTEST	0.266328	0.266347	0.000100254	-0.0000879676	0.99993	1	no
LINC00639	LINC00639	-	chr14:39218542-39386086	undifferentiated	differentiated	NOTEST	0.245954	0.0601159	-2.03257	1.77581	0.0757642	1	no
LINC00640	LINC00640	-	chr14:51800110-51832275	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00641	LINC00641	-	chr14:21668237-21675059	undifferentiated	differentiated	OK	9.00672	5.24061	-0.781267	1.76927	0.0768496	0.167765	no
LINC00642	LINC00642	-	chr14:90921573-90925249	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00643	LINC00643	-	chr14:62584074-62600903	undifferentiated	differentiated	NOTEST	0.0102135	0.0626677	2.61725	-1.48278	0.138133	1	no
LINC00645	LINC00645	-	chr14:28081793-28108842	undifferentiated	differentiated	OK	0.595119	0.405762	-0.552543	0.703798	0.481558	0.629103	no
LINC00648	LINC00648	-	chr14:48234155-48264217	undifferentiated	differentiated	NOTEST	0	0.0290787	1.79769e+308	1.79769e+308	0.175641	1	no
LINC00649	LINC00649	-	chr21:35303515-35343487	undifferentiated	differentiated	NOTEST	0.159454	0.156462	-0.0273232	0.0226263	0.981948	1	no
LINC00651	LINC00651	-	chr20:48657243-48658166	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00652	LINC00652	-	chr20:18768614-18776709	undifferentiated	differentiated	NOTEST	0.177695	0.0766586	-1.21289	0.482343	0.629562	1	no
LINC00654	LINC00654	-	chr20:5479217-5485242	undifferentiated	differentiated	NOTEST	0.0222795	0.0381296	0.775197	-0.399322	0.689656	1	no
LINC00656	LINC00656	-	chr20:23105704-23113273	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00657	LINC00657	-	chr20:34633539-34638882	undifferentiated	differentiated	OK	81.2264	63.7168	-0.350275	1.63697	0.101637	0.206213	no
LINC00658	LINC00658	-	chr20:5412602-5426394	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00659	LINC00659	-	chr20:61405472-61408208	undifferentiated	differentiated	NOTEST	0	0.0252975	1.79769e+308	1.79769e+308	0.356405	1	no
LINC00661	LINC00661	-	chr19:16126443-16138272	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00662	LINC00662	-	chr19:28281400-28284848	undifferentiated	differentiated	OK	1.73464	1.39053	-0.318999	0.456042	0.64836	0.765765	no
LINC00663	LINC00663	-	chr19:19867180-19887222	undifferentiated	differentiated	OK	0.529106	0.830467	0.650365	-0.798634	0.424503	0.57871	no
LINC00665	LINC00665	-	chr19:36803962-36822620	undifferentiated	differentiated	OK	4.37374	4.42172	0.0157422	-0.0227072	0.981884	0.989884	no
LINC00667	LINC00667	-	chr18:5238098-5246505	undifferentiated	differentiated	OK	2.38197	2.08615	-0.191315	0.456257	0.648205	0.765653	no
LINC00668	LINC00668	-	chr18:6925472-6929868	undifferentiated	differentiated	NOTEST	0.0530508	0.00807838	-2.71524	0.940105	0.347164	1	no
LINC00669	LINC00669	-	chr18:36786887-37331959	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00670	LINC00670	-	chr17:12453284-12540504	undifferentiated	differentiated	NOTEST	0	0.059801	1.79769e+308	1.79769e+308	0.137929	1	no
LINC00671	LINC00671	-	chr17:41026690-41050751	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LINC00672	LINC00672	-	chr17:37081420-37085637	undifferentiated	differentiated	OK	0.889412	0.832934	-0.0946492	0.168764	0.865982	0.918	no
LINC00673	LINC00673	-	chr17:70399462-70588943	undifferentiated	differentiated	OK	0.132049	0.530074	2.00512	-1.70046	0.0890448	0.186994	no
LINC00674	LINC00674	-	chr17:66097695-66132070	undifferentiated	differentiated	OK	14.6881	8.754	-0.746638	3.12778	0.00176131	0.00965696	yes
LINC00675	LINC00675	-	chr17:10698229-10707416	undifferentiated	differentiated	NOTEST	0	0.0154002	1.79769e+308	1.79769e+308	0.259466	1	no
LINGO1	LINGO1	-	chr15:77905368-77924709	undifferentiated	differentiated	OK	0.486772	0.831803	0.772995	-0.988233	0.323039	0.476688	no
LINGO2	LINGO2	-	chr9:27948083-29212998	undifferentiated	differentiated	OK	3.99431	2.62715	-0.604449	1.3899	0.164559	0.292779	no
LINGO3	LINGO3	-	chr19:2289773-2308156	undifferentiated	differentiated	NOTEST	0	0.149598	1.79769e+308	1.79769e+308	0.07623	1	no
LINGO4	LINGO4	-	chr1:151772764-151777882	undifferentiated	differentiated	NOTEST	0.0949301	0.10145	0.0958262	-0.0604323	0.951811	1	no
LINS	LINS	-	chr15:101109427-101142445	undifferentiated	differentiated	OK	3.15878	1.43566	-1.13766	2.02258	0.0431165	0.109241	no
LIPA	LIPA	-	chr10:90973325-91011660	undifferentiated	differentiated	OK	6.0702	6.32559	0.0594558	-0.162138	0.871197	0.921555	no
LIPC	LIPC	-	chr15:58724174-58861073	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPE	LIPE	-	chr19:42905665-42931578	undifferentiated	differentiated	NOTEST	0.518665	0.286242	-0.857566	1.05239	0.292622	1	no
LIPF	LIPF	-	chr10:90424145-90438572	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPG	LIPG	-	chr18:47088426-47119278	undifferentiated	differentiated	NOTEST	0.0275597	0.0552775	1.00413	-0.534351	0.593099	1	no
LIPH	LIPH	-	chr3:185225569-185270369	undifferentiated	differentiated	NOTEST	0	0.0397144	1.79769e+308	1.79769e+308	0.134086	1	no
LIPI	LIPI	-	chr21:15481134-15579254	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPJ	LIPJ	-	chr10:90346518-90366733	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPK	LIPK	-	chr10:90484300-90512513	undifferentiated	differentiated	NOTEST	0	0.0155068	1.79769e+308	1.79769e+308	0.264755	1	no
LIPM	LIPM	-	chr10:90562486-90611732	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPN	LIPN	-	chr10:90521162-90537999	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LIPT1	LIPT1	-	chr2:99771417-99779613	undifferentiated	differentiated	OK	3.57742	3.09167	-0.210532	0.305889	0.759689	0.84785	no
LIPT2	LIPT2	-	chr11:74202922-74204755	undifferentiated	differentiated	OK	4.87481	2.30442	-1.08094	1.51713	0.129233	0.244387	no
LITAF	LITAF	-	chr16:11641577-11681322	undifferentiated	differentiated	OK	35.2698	22.7525	-0.632408	2.31341	0.0207004	0.0632598	no
LIX1	LIX1	-	chr5:96427573-96478520	undifferentiated	differentiated	NOTEST	0.020463	0.122025	2.57609	-1.46663	0.142477	1	no
LIX1L	LIX1L	-	chr1:145477084-145499091	undifferentiated	differentiated	OK	11.4907	8.00976	-0.520642	1.33394	0.182225	0.315916	no
LLGL1	LLGL1	-	chr17:18128935-18162230	undifferentiated	differentiated	OK	5.01272	2.40008	-1.06251	1.75382	0.0794617	0.172068	no
LLGL2	LLGL2	-	chr17:73521782-73571290	undifferentiated	differentiated	OK	1.07421	1.30164	0.277059	-0.267594	0.789012	0.86817	no
LLPH	LLPH	-	chr12:66516848-66524533	undifferentiated	differentiated	OK	43.6957	27.9907	-0.642544	2.28027	0.0225914	0.0672544	no
LMAN1	LMAN1	-	chr18:56995055-57026508	undifferentiated	differentiated	OK	32.1714	17.624	-0.868236	3.53436	0.000408771	0.00313555	yes
LMAN1L	LMAN1L	-	chr15:75105193-75118099	undifferentiated	differentiated	NOTEST	0	0	0	0	1	1	no
LMAN2	LMAN2	-	chr5:176758562-176778885	undifferentiated	differentiated	OK	82.5055	45.7352	-0.851185	3.45618	0.000547892	0.00393413	yes
LMAN2L	LMAN2L	-	chr2:97371666-97405813	undifferentiated	differentiated	OK	10.1166	6.72581	-0.588941	1.65318	0.0982939	0.201172	no
LMBR1	LMBR1	-	chr7:156473569-156685902	undifferentiated	differentiated	OK	47.4479	25.3997	-0.90153	3.83923	0.000123423	0.00118586	yes
LMBR1L	LMBR1L	-	chr12:49490922-49504680	undifferentiated	differentiated	OK	2.48991	2.35146	-0.0825351	0.150815	0.880121	0.927243	no
LMBRD1	LMBRD1	-	chr6:70385640-70507049	undifferentiated	differentiated	OK	9.76241	11.8198	0.275902	-0.857172	0.39135	0.546338	no
LMBRD2	LMBRD2	-	chr5:36103413-36152015	undifferentiated	differentiated	OK	5.82078	4.60554	-0.337841	0.947567	0.34335	0.498845	no
LMCD1	LMCD1	-	chr3:8543510-8609806	undifferentiated	differentiated	OK	8.1923	6.01569	-0.445539	1.16374	0.244531	0.390092	no
LMF1	LMF1	-	chr16:903634-1031318	undifferentiated	differentiated	OK	0.790254	0.856068	0.11541	-0.122087	0.90283	0.941642	no
LMF2	LMF2	-	chr22:50941375-50946135	undifferentiated	differentiated	OK	2.37571	2.19596	-0.113505	0.207527	0.835599	0.898365	no
LMLN	LMLN	-	chr3:197687070-197770591	undifferentiated	differentiated	OK	0.576497	0.46654	-0.305311	0.528508	0.597147	0.726829	no
LMNA	LMNA	-	chr1:156052368-156109880	undifferentiated	differentiated	OK	57.2165	37.5234	-0.608639	2.28441	0.0223473	0.0668541	no
LMNB1	LMNB1	-	chr5:126112314-126172712	undifferentiated	differentiated	OK	116.856	38.3642	-1.60691	6.12761	0.000000000892094	0.0000000594758	yes
LMNB2	LMNB2	-	chr19:2428162-2456966	undifferentiated	differentiated	OK	50.2927	16.6621	-1.59378	6.42694	0.000000000130202	0.0000000115826	yes
LMO1	LMO1	-	chr11:8245850-8290182	undifferentiated	differentiated	OK	10.4051	6.48612	-0.681857	1.27512	0.202268	0.340974	no
LMO2	LMO2	-	chr11:33880122-33913836	undifferentiated	differentiated	NOTEST	0.0874162	0.371621	2.08786	-1.15494	0.248113	1	no
LMO3	LMO3	-	chr12:16701305-16761148	undifferentiated	differentiated	OK	14.2393	3.29	-2.11372	4.73912	0.00000214649	0.0000445428	yes
LMO4	LMO4	-	chr1:87794150-87814607	undifferentiated	differentiated	NOTEST	0.3801	0.0506958	-2.90644	2.84215	0.004481	1	no
LMO7	LMO7	-	chr13:76194569-76434006	undifferentiated	differentiated	OK	3.66025	2.76267	-0.40588	1.23732	0.215969	0.356423	no
LMOD1	LMOD1	-	chr1:201865583-201915716	undifferentiated	differentiated	NOTEST	0.0212554	0.0912316	2.10171	-1.27205	0.203354	1	no
LMOD2	LMOD2	-	chr7:123295860-123304147	undifferentiated	differentiated	NOTEST	0.0420744	0.0163954	-1.35965	0.611795	0.540674	1	no
LMOD3	LMOD3	-	chr3:69156038-69171746	undifferentiated	differentiated	NOTEST	0.0348231	0.0142906	-1.28498	0.66946	0.503202	1	no
LMTK2	LMTK2	-	chr7:97736196-97838944	undifferentiated	differentiated	OK	7.47045	4.50389	-0.730023	2.65116	0.00802161	0.0306092	yes
